B1L105_4,  -106.524849,  250.963686,  21.933219
B1L106_1,  -65.086621,  250.993155,  84.348547
B1L106_2,  -65.167944,  -240.835249,  84.215211
B1L106_3,  -89.128595,  -240.830273,  60.070712
B1L106_4,  -89.047354,  251.102403,  60.300838
B1L107_1,  -26.937417,  250.844118,  101.841007
B1L107_2,  -27.050124,  -241.070166,  101.860427
B1L107_3,  -58.412194,  -241.045547,  88.676171
B1L107_4,  -58.160915,  251.034607,  88.874079
SSED1,  -65.304733,  1373.620332,  105.908477
SSED2,  -129.686773,  1373.593022,  -2.255269
SSED3,  -63.622036,  1373.245930,  -115.588903
EDR1_2,  -168.253958,  1363.274036,  21.851828
EDR2_2,  -168.619837,  1030.132881,  21.827992
EDR1_1,  -24.063490,  1363.530490,  162.529704
EDR2_1,  -24.669001,  1030.185089,  163.180433
EDR3_1,  -24.806919,  696.940271,  163.501160
EDR3_2,  -168.010647,  696.863830,  21.207221
EDR4_2,  -165.133992,  360.004234,  29.929541
EDR5_1,  -31.026226,  -350.387590,  161.393701
EDR5_2,  -164.926964,  -349.480283,  30.828494
EDR6_1,  -24.834711,  -687.954475,  164.178776
EDR6_2,  -167.928995,  -687.369341,  21.788721
EDR7_1,  -25.250774,  -1020.929700,  163.998111
EDR7_2,  -168.446041,  -1021.452775,  21.617250
EDR8_1,  -25.399627,  -1354.289040,  164.036372
EDR8_2,  -168.661100,  -1353.601180,  22.530729
EDR4_1,  -31.575234,  359.100587,  161.024259
EDR4_11,  -31.576745,  359.064469,  161.000665
NSED1,  -63.629113,  -1363.890601,  110.127029
NSED2,  -130.052759,  -1363.981190,  -0.386613
NSED3,  -58.727826,  -1363.515578,  -117.550224
ED8_3,  -24.337134,  -1353.685068,  -167.750373
ED7_3,  -23.523115,  -1021.359388,  -168.795026
EDR1_3,  -24.564352,  1363.103807,  -169.754440
EDR2_3,  -24.205185,  1030.520775,  -169.302816
EDR3_3,  -23.504944,  697.053072,  -169.569801
EDR4_3,  -31.997322,  359.919574,  -167.010724
EDR5_3,  -32.127206,  -350.687994,  -166.507329
EDR6_3,  -23.129078,  -686.786546,  -168.817134
EDR7_3,  -23.323709,  -1021.398208,  -168.731281
EDR8_3,  -24.096835,  -1353.771857,  -168.704800
CFRS1_2,  -185.711277,  1363.726313,  -2.916760
CFRS2_2,  -185.808726,  1030.289064,  -3.107263
CFRS3_2,  -186.115564,  696.821430,  -3.117161
CFRS4_2,  -186.172357,  363.824180,  -2.921543
CFRS2_3,  1.078015,  1030.368029,  -186.567107
CFRS3_3,  0.843989,  696.965776,  -186.933739
CFRS4_3,  0.406082,  363.927490,  -187.062321
CFRS1_1,  -0.087866,  1363.608287,  175.972072
CFRS2_1,  -0.144190,  1030.154246,  175.956411
CFRS3_1,  -0.060991,  697.003492,  176.308561
CFRS4_1,  0.401430,  363.298735,  176.387398
CFRS5_1,  0.453500,  -353.698873,  176.433736
CFRS5_2,  -186.168570,  -353.935038,  -2.592647
CFRS6_1,  -0.015167,  -687.648551,  176.027401
CFRS6_2,  -186.074882,  -687.443009,  -3.139976
CFRS7_1,  0.142550,  -1020.698850,  176.407496
CFRS7_2,  -186.096938,  -1021.202196,  -3.123820
CFRS8_1,  0.058164,  -1354.350407,  176.697856
CFRS8_2,  -185.848416,  -1353.952013,  -2.857156
CFRS1_3,  0.453007,  1363.397529,  -186.807669
CFRS5_3,  0.199035,  -354.071904,  -187.437132
CFRS6_3,  1.483243,  -686.944974,  -186.233515
CFRS7_3,  1.727776,  -1021.089513,  -185.933440
CFRS8_3,  1.543828,  -1353.852501,  -186.164840
